revenue,num_purchases,purchase,ab_group,av_site visit
0,0,0,A,6.47245441944688
0,0,0,A,7.08179995347745
0,0,0,A,3.69579665351193
0,0,0,A,5.49027517484501
0,0,0,A,7.0173645275936
0,0,0,A,6.28045099295559
0,0,0,A,9.47408934228588
0,0,0,A,10.8475263863801
0,0,0,A,5.68753093323903
0,0,0,A,7.76972810347797
0,0,0,A,8.5375371731352
0,0,0,A,8.96193468582351
0,0,0,A,8.00726083474001
0,0,0,A,6.71206307236571
0,0,0,A,7.10415988072054
0,0,0,A,10.379591362318
0,0,0,A,5.27975443622563
0,0,0,A,8.14106569526484
0,0,0,A,6.09836105871364
0,0,0,A,8.52073425851995
0,0,0,A,7.94110873760655
0,0,0,A,6.50706978779635
0,0,0,A,8.86166744242655
0,0,0,A,7.63609149947297
0,0,0,A,3.83494024793617
0,0,0,A,7.88861725089373
0,0,0,A,6.25049905868946
0,0,0,A,6.74279262460186
0,0,0,A,4.07421920902561
0,0,0,A,11.085486580152
0,0,0,A,9.93113771476782
19.99,1,1,A,7.30325054467539
0,0,0,A,5.59385297895642
0,0,0,A,9.98177837976254
0,0,0,A,8.5313798940042
0,0,0,A,7.64720552472863
0,0,0,A,11.4652188080362
0,0,0,A,6.91146296451916
0,0,0,A,9.34419985645218
0,0,0,A,8.09580696516787
0,0,0,A,7.82405676948837
0,0,0,A,6.99227384250844
0,0,0,A,6.38527707854519
0,0,0,A,7.5720357876271
0,0,0,A,7.44308308133623
0,0,0,A,5.52885139262071
0,0,0,A,6.03798880040995
0,0,0,A,6.27734961602255
0,0,0,A,8.83376869244967
0,0,0,A,8.12382622319273
0,0,0,A,7.211607584788
3.931527,1,1,A,2.97079295199364
0,0,0,A,8.14394879346946
0,0,0,A,7.62033905123826
0,0,0,A,5.77232767175883
0,0,0,A,8.31360593513818
0,0,0,A,3.28664227202534
0,0,0,A,7.69853285822319
29.98,2,1,A,4.62944753456395
3.719415,1,1,A,5.28440195415169
0,0,0,A,7.87176204033312
0,0,0,A,8.82563326234231
0,0,0,A,4.39612576377112
0,0,0,A,5.71115960559109
0,0,0,A,8.26632585306651
0,0,0,A,3.78471795050427
0,0,0,A,6.56224655761616
0,0,0,A,5.54105453778175
2.488312,1,1,A,4.27538124716375
0,0,0,A,4.08842551626731
0,0,0,A,7.10462144928169
0,0,0,A,6.01732508078567
0,0,0,A,10.7376412365119
0,0,0,A,4.45704371889587
0,0,0,A,5.97096586209955
0,0,0,A,7.78870925790397
0,0,0,A,11.0635495679453
0,0,0,A,7.80992094808607
0,0,0,A,8.79200924321776
2.444084,1,1,A,8.61858224601019
0,0,0,A,10.044606273761
0,0,0,A,7.11458041626611
0,0,0,A,6.8495377440122
0,0,0,A,7.94059487310005
0,0,0,A,9.20543370232917
0,0,0,A,6.70030785334529
0,0,0,A,4.41845840617316
0,0,0,A,5.0891607265221
0,0,0,A,8.19002379506128
0,0,0,A,7.2251499608974
0,0,0,A,8.44500518217682
0,0,0,A,4.96522388351149
0,0,0,A,3.59787135897204
0,0,0,A,4.10247720940969
0,0,0,A,8.44480736707919
0,0,0,A,5.48823790671303
0,0,0,A,4.7682364260545
0,0,0,A,6.41216856313986
0,0,0,A,8.04075297713279
0,0,0,A,3.93872268835548
0,0,0,A,11.8408037400804
0,0,0,A,8.74607976077823
0,0,0,A,3.30450474796816
0,0,0,A,6.41536316327984
0,0,0,A,7.65527274273335
0,0,0,A,6.36841277303756
0,0,0,A,3.7593885230599
0,0,0,A,8.07984305941499
0,0,0,A,9.32424554269528
0,0,0,A,10.0856972443871
0,0,0,A,7.60238562582526
0,0,0,A,8.06870629679179
0,0,0,A,6.65566985338228
0,0,0,A,8.20118329505203
0,0,0,A,7.60446609495557
0,0,0,A,6.88036051945528
0,0,0,A,5.37419181858422
0,0,0,A,9.20346919377334
0,0,0,A,7.2106844476657
0,0,0,A,6.77746711010695
0,0,0,A,8.16074716061121
0,0,0,A,9.46131094172596
0,0,0,A,3.92182427679654
0,0,0,A,5.80577433941653
0,0,0,A,7.51266852096887
0,0,0,A,8.59744558914099
0,0,0,A,3.68194504920393
0,0,0,A,6.29560999589739
0,0,0,A,10.4614731703186
0,0,0,A,7.41318344301544
0,0,0,A,9.66210008703638
0,0,0,A,7.21653022486134
0,0,0,A,7.91385118139442
0,0,0,A,3.056649251841
0,0,0,A,7.83122358773835
0,0,0,A,6.680023847759
0,0,0,A,6.30130570646725
0,0,0,A,6.46135631034849
0,0,0,A,7.82089400166296
0,0,0,A,9.82680957752746
0,0,0,A,4.12716089561581
0,0,0,A,10.2566276786383
0,0,0,A,6.26148575468687
0,0,0,A,6.78131427269545
0,0,0,A,6.89185653248569
0,0,0,A,3.8703014019411
0,0,0,A,3.19631125824525
0,0,0,A,7.18485479813535
0,0,0,A,7.55102646001614
0,0,0,A,7.28639078664128
0,0,0,A,9.19004505197517
0,0,0,A,3.94953658035956
0,0,0,A,9.38388565776404
0,0,0,A,6.09259713604114
0,0,0,A,5.98978330747923
0,0,0,A,9.72422767011448
0,0,0,A,7.10753183232737
0,0,0,A,7.84107568909531
60.249775,1,1,A,4.3548710840987
0,0,0,A,6.92401853887714
0,0,0,A,3.12684405292384
0,0,0,A,6.80346501615713
0,0,0,A,9.0616562323994
0,0,0,A,7.02838078216882
0,0,0,A,9.46883246290963
0,0,0,A,8.10845121525927
0,0,0,A,7.96871644927887
0,0,0,A,9.35212610277813
0,0,0,A,5.17854131833883
0,0,0,A,6.40897396299988
0,0,0,A,7.97560132417129
0,0,0,A,9.15827640204225
0,0,0,A,4.89704361319309
0,0,0,A,5.42706074559828
0,0,0,A,7.98612872534431
0,0,0,A,6.04039214015938
0,0,0,A,7.14432316675084
0,0,0,A,6.56678948365151
0,0,0,A,5.78099515626673
0,0,0,A,6.48480081002344
0,0,0,A,8.10613200376974
0,0,0,A,8.95427674043458
0,0,0,A,6.26394139038166
0,0,0,A,6.28762917988933
0,0,0,A,6.30634430711507
0,0,0,A,7.79483015724691
0,0,0,A,6.11425220489036
0,0,0,A,8.91640083357925
0,0,0,A,8.47435912367655
0,0,0,A,3.83655005355831
0,0,0,A,4.1245870256098
4.99,1,1,A,6.01594492257572
0,0,0,A,6.6461929185898
0,0,0,A,11.8669608077034
0,0,0,A,9.13054590858519
0,0,0,A,5.23728558112634
0,0,0,A,5.11197994858957
0,0,0,A,7.06602931534871
0,0,0,A,6.57774889480788
0,0,0,A,3.42195689375512
0,0,0,A,6.33729668555316
0,0,0,A,8.23192421597196
0,0,0,A,5.53025201446144
0,0,0,A,6.92968241713243
0,0,0,A,6.72519617585931
0,0,0,A,9.90892785415053
0,0,0,A,6.00885768511216
0,0,0,A,6.76545495883329
0,0,0,A,6.04365267866524
0,0,0,A,9.00016529561253
0,0,0,A,6.74402726365952
0,0,0,A,1.34614437632262
0,0,0,A,10.0642422643723
0,0,0,A,7.91283254732843
0,0,0,A,6.21294602245325
0,0,0,A,7.61648734117625
0,0,0,A,7.46128889152897
0,0,0,A,9.00774593395181
0,0,0,A,6.94468453223817
0,0,0,A,5.28992258699145
0,0,0,A,4.32560354459565
0,0,0,A,11.2636384023353
0,0,0,A,5.34290747457999
0,0,0,A,6.83511315804208
0,0,0,A,7.21422238205559
0,0,0,A,5.97358520684065
0,0,0,A,8.68747646966949
0,0,0,A,5.57557440918754
0,0,0,A,8.95033408090239
0,0,0,A,8.2622149370145
0,0,0,A,5.27132342034019
0,0,0,A,4.77649009047309
0,0,0,A,6.99961801222525
0,0,0,A,10.9814585761632
0,0,0,A,9.77982508123387
0,0,0,A,5.10216195328394
0,0,0,A,4.52459643787006
0,0,0,A,9.86640897684265
0,0,0,A,10.1639865483157
0,0,0,A,10.2451680453959
0,0,0,A,9.12408394872909
0,0,0,A,7.22823087419965
0,0,0,A,5.29146418051096
0,0,0,A,8.03060301626101
0,0,0,A,6.98447037796723
0,0,0,A,8.09936536318855
0,0,0,A,5.25593476998619
0,0,0,A,3.05235643684864
0,0,0,A,5.79845290706726
0,0,0,A,2.15919625991955
0,0,0,A,7.92848040367244
0,0,0,A,7.42240799302817
0,0,0,A,2.44739694101735
0,0,0,A,4.57769728603307
0,0,0,A,8.15206603368279
0,0,0,A,6.91820004652254
0,0,0,A,2.91203959425911
0,0,0,A,7.92711616161978
0,0,0,A,4.19380866736173
0,0,0,A,8.07188498077448
0,0,0,A,10.9660517359152
0,0,0,A,6.16426986601437
0,0,0,A,6.44197725199047
0,0,0,A,5.96344888838939
0,0,0,A,6.60227796691469
0,0,0,A,8.81891209649621
0,0,0,A,9.61067270912463
0,0,0,A,8.01091245596763
0,0,0,A,3.73817001166753
0,0,0,A,8.07824916995014
0,0,0,A,6.193069015746
0,0,0,A,8.56710939336335
0,0,0,A,6.716699221608
0,0,0,A,9.43253452936187
0,0,0,A,7.92813934315927
0,0,0,A,5.56015165278222
0.96735,1,1,A,6.37018174023251
0,0,0,A,5.4647229211987
0,0,0,A,5.82346401136601
0,0,0,A,7.80560312198941
0,0,0,A,6.51542577036889
0,0,0,A,6.63001755531877
0,0,0,A,6.07236997387371
0,0,0,A,10.8801590562798
0,0,0,A,8.98734142031753
0,0,0,A,8.48865183291491
0,0,0,A,9.43253452936187
0,0,0,A,8.67440703080501
0,0,0,A,8.68398401001468
0,0,0,A,7.28206386559759
0,0,0,A,7.64575488067931
0,0,0,A,3.58216438547242
0,0,0,A,6.86947841534857
0,0,0,A,10.0238061299315
0,0,0,A,6.54075292407651
0,0,0,A,7.42021838453365
0,0,0,A,5.75082721700891
0,0,0,A,4.54584678157698
0,0,0,A,9.34085746342316
0,0,0,A,5.56114300200715
0,0,0,A,10.9024962461553
0,0,0,A,6.62005404086085
0,0,0,A,5.93323320065974
0,0,0,A,9.08364326681476
0,0,0,A,7.80909103417071
0,0,0,A,6.4257336766168
0,0,0,A,7.46631839722977
0,0,0,A,8.54268491314724
0,0,0,A,6.20003347142483
0,0,0,A,4.99022589286324
0,0,0,A,3.11278326483443
0,0,0,A,7.05118181434227
0,0,0,A,5.68031409278046
0,0,0,A,7.15399109543068
0,0,0,A,6.3426285982423
0,0,0,A,8.37284587253816
0,0,0,A,7.85161673268885
0,0,0,A,10.1485797080677
0,0,0,A,2.74814864899963
0,0,0,A,8.3887665772927
0,0,0,A,4.43107764516025
0,0,0,A,7.16304511518683
0,0,0,A,9.5825966076809
0,0,0,A,4.66005203127861
0,0,0,A,11.4953048927709
26.994274,5,1,A,8.66724930750206
0,0,0,A,7.9678569767857
0,0,0,A,9.83597728412133
0,0,0,A,6.73862713886774
0,0,0,A,9.17091837839689
0,0,0,A,3.93327481509186
0,0,0,A,6.43672719382448
0,0,0,A,6.26525106275221
0,0,0,A,9.49194272328168
0,0,0,A,7.61921582528157
0,0,0,A,10.2606749300612
0,0,0,A,6.25492829788709
0,0,0,A,8.14466956802062
0,0,0,A,5.04942035552813
0,0,0,A,9.51033270615153
0,0,0,A,10.3186643122463
0,0,0,A,4.61922481411602
0,0,0,A,9.40455847233533
0,0,0,A,6.92080347510637
0,0,0,A,6.38495420792606
0,0,0,A,9.6591351343086
0,0,0,A,6.02973740972811
0,0,0,A,8.14629074232652
0,0,0,A,6.2668881532154
0,0,0,A,5.73629121793783
0,0,0,A,6.68327756505459
0,0,0,A,7.54070369515102
0,0,0,A,6.58556600176962
0,0,0,A,6.28306351648643
0,0,0,A,9.55156464845641
0,0,0,A,5.35602466191631
0,0,0,A,10.4573713492136
0,0,0,A,9.11764017876703
0,0,0,A,7.96871644927887
0,0,0,A,5.09109340276336
0,0,0,A,7.83305849329918
0,0,0,A,5.57715010875836
0,0,0,A,5.35902599443216
0,0,0,A,4.92030394019093
0,0,0,A,6.79454742060625
0,0,0,A,7.39834503695602
0,0,0,A,5.0612028593896
0,0,0,A,8.5338400771725
0,0,0,A,7.91639776655938
0,0,0,A,8.08710537460865
0,0,0,A,4.97265445522498
0,0,0,A,7.27820078685181
0,0,0,A,7.14233137335395
0,0,0,A,6.26099462754792
0,0,0,A,6.16460410531727
0,0,0,A,6.40673433229676
0,0,0,A,7.57474608183838
0,0,0,A,5.97044290264603
0,0,0,A,5.05997958901571
0,0,0,A,3.92532583139836
0,0,0,A,7.34106960811187
0,0,0,A,3.2745641823858
0,0,0,A,7.06786649464629
6.97743699999999,3,1,A,7.03052264219149
0,0,0,A,7.18039827409666
0,0,0,A,10.2332354749087
0,0,0,A,4.86675289215054
0,0,0,A,10.8671896618325
0,0,0,A,7.54340262067853
0,0,0,A,7.99824092103518
0,0,0,A,9.64440132013988
9.99,1,1,A,4.26138412370346
0,0,0,A,9.37364474742208
0,0,0,A,7.32338675737265
0,0,0,A,7.46317381929839
0,0,0,A,9.79477717413101
0,0,0,A,6.08631934886216
0,0,0,A,7.52707036957144
0,0,0,A,8.76248704519821
0,0,0,A,10.3036030799849
0,0,0,A,3.58084561815485
0,0,0,A,6.19754827715224
0,0,0,A,9.11148744710954
0,0,0,A,4.83045950607629
0,0,0,A,5.22779045643983
0,0,0,A,8.58924876814126
0,0,0,A,9.5299641492893
0,0,0,A,9.79477717413101
0,0,0,A,4.08754330640658
0,0,0,A,7.59518470152398
0,0,0,A,6.87944192980649
0,0,0,A,6.47086962492904
0,0,0,A,8.22545770864235
0,0,0,A,5.28925865585915
0,0,0,A,7.72689999797149
0,0,0,A,7.08807774065644
0,0,0,A,7.07644075594726
0,0,0,A,6.27359112916747
0,0,0,A,7.99148792287451
0,0,0,A,7.03419700078666
0,0,0,A,10.0746741686016
0,0,0,A,7.23223492462421
0,0,0,A,9.32424554269528
0,0,0,A,6.13529791228939
0,0,0,A,6.32386572254472
0,0,0,A,6.04965079622343
0,0,0,A,3.32786057190969
0,0,0,A,7.03434934114921
0,0,0,A,8.50830146594672
0,0,0,A,8.3376211427385
0,0,0,A,6.83465158948093
0,0,0,A,11.1570820030756
0,0,0,A,4.998570506752
4.99,1,1,A,8.48966137203387
0,0,0,A,4.23497239756397
0,0,0,A,6.65629058351624
0,0,0,A,8.85812950803665
0,0,0,A,11.0176200855057
0,0,0,A,4.50838924228447
0,0,0,A,8.09562961370102
0,0,0,A,4.97597865835996
0,0,0,A,9.63125457422575
0,0,0,A,6.08105110080214
0,0,0,A,8.22195160656702
0,0,0,A,3.85353941458743
0,0,0,A,6.31592356006149
0,0,0,A,5.64491655898746
0,0,0,A,7.55881855587359
0,0,0,A,8.0426788321638
0,0,0,A,8.78995378519176
0,0,0,A,4.71615875943098
0,0,0,A,5.91838797339005
0,0,0,A,8.25550059237867
0,0,0,A,6.04828200669726
0,0,0,A,4.9869244270958
0,0,0,A,6.9116153048817
0,0,0,A,7.80179006545222
0,0,0,A,4.77307948534144
0,0,0,A,9.30779278354021
0,0,0,A,4.73106992506655
0,0,0,A,6.57571390041267
0,0,0,A,6.73569629219128
0,0,0,A,4.1531087794574
0,0,0,A,5.90455001150257
0,0,0,A,1.79216057807207
0,0,0,A,5.8854779076064
0,0,0,A,5.28152795089408
0,0,0,A,7.63850620790618
0,0,0,A,4.55491899122717
0,0,0,A,4.96162683196599
0,0,0,A,7.2094520823448
0,0,0,A,5.80302993915393
0,0,0,A,7.20745346773765
0,0,0,A,6.40545421850402
0,0,0,A,6.05119238974294
0,0,0,A,6.90686774253845
0,0,0,A,7.23469965526601
0,0,0,A,8.72068666870473
0,0,0,A,8.63626282301266
0,0,0,A,7.81806547314045
0,0,0,A,8.11398549051955
0,0,0,A,8.01073737823754
0,0,0,A,7.36220171750756
0,0,0,A,5.52704604563769
0,0,0,A,7.32136995287146
0,0,0,A,7.28546310204547
0,0,0,A,6.1592585502076
0,0,0,A,2.42673322139307
0,0,0,A,7.33362084650434
0,0,0,A,8.69600752997212
0,0,0,A,12.2215909818187
0,0,0,A,6.5168423083669
0,0,0,A,7.68488816395984
0,0,0,A,8.63904587680008
0,0,0,A,7.58767227528733
0,0,0,A,5.39686552149942
0,0,0,A,9.04687694349559
0,0,0,A,6.23010818747571
0,0,0,A,4.09985331719508
0,0,0,A,6.04948026596685
0,0,0,A,7.02822844180628
0,0,0,A,5.29366515768925
0,0,0,A,8.75258264789591
0,0,0,A,3.68738382752053
0,0,0,A,5.24021415406605
0,0,0,A,6.58713033265667
0,0,0,A,7.51598817663034
0,0,0,A,6.88112904247827
0,0,0,A,10.8592770579271
0,0,0,A,6.66436234899447
0,0,0,A,8.44024397741305
0,0,0,A,6.72396153680165
0,0,0,A,6.78716232362785
0,0,0,A,7.13987573765917
0,0,0,A,7.90706180344569
0,0,0,A,7.59518470152398
0,0,0,A,8.48804701893823
0,0,0,A,6.87147020874544
0,0,0,A,3.49317032890394
0,0,0,A,5.96292592893587
0,0,0,A,5.31623426871374
0,0,0,A,5.78541530051734
0,0,0,A,8.68223778018727
0,0,0,A,6.30016656435328
0,0,0,A,7.4853632162849
0,0,0,A,7.17778802430257
0,0,0,A,4.27924659964628
0,0,0,A,10.8922917156014
0,0,0,A,5.5330578056164
0,0,0,A,7.34106960811187
0,0,0,A,4.78442088427255
0,0,0,A,7.06082473191782
0,0,0,A,5.62424829188967
0,0,0,A,7.73409410106251
0,0,0,A,7.24070914150798
0,0,0,A,6.3175447343674
0,0,0,A,6.18442881607916
0,0,0,A,7.1843932295742
0,0,0,A,9.06061486096587
0,0,0,A,10.1910167308524
0,0,0,A,9.50798166234745
0,0,0,A,8.88611011253669
0,0,0,A,7.94983533927007
0,0,0,A,7.80842710303841
0,0,0,A,4.69874193589203
0,0,0,A,2.17338437726721
0,0,0,A,7.59454578149598
0,0,0,A,5.01466401549987
0,0,0,A,6.93121491570491
0,0,0,A,10.0363389669219
0,0,0,A,9.79193045571446
0,0,0,A,7.74080844569835
0,0,0,A,10.0917453841539
0,0,0,A,7.7532753443229
0,0,0,A,5.50629592401674
0,0,0,A,6.68823431117926
0,0,0,A,5.65164681978058
0,0,0,A,4.14804289396852
0,0,0,A,7.13865019354853
0,0,0,A,8.17235458674259
0,0,0,A,11.400972102303
0,0,0,A,8.1022120816051
0,0,0,A,6.08122163105872
0,0,0,A,7.61151695263106
0,0,0,A,6.22895540294121
0,0,0,A,7.97456904768478
0,0,0,A,6.6265933077666
0,0,0,A,6.8498469722108
0,0,0,A,7.10415988072054
0,0,0,A,6.59915840008762
1.452885,1,1,A,5.72731223149458
0,0,0,A,7.11810698197223
0,0,0,A,7.77896174843772
0,0,0,A,5.45009597265744
0,0,0,A,4.43978150945622
0,0,0,A,9.43477643380174
0,0,0,A,5.17830939718988
0,0,0,A,11.0842496673576
0,0,0,A,4.54552391095785
0,0,0,A,10.9076439861673
0,0,0,A,7.59742433222709
0,0,0,A,6.80838538249373
0,0,0,A,7.81656708061928
0,0,0,A,5.5480326358811
0,0,0,A,6.7312193045218
0,0,0,A,5.21848177816718
0,0,0,A,8.34068159240996
0,0,0,A,6.84554960974492
0,0,0,A,6.10022324911552
0,0,0,A,6.89568550518015
0,0,0,A,1.91759808734059
0,0,0,A,6.99655756255379
0,0,0,A,5.44844296603696
0,0,0,A,8.04162609204649
0,0,0,A,4.63314917800016
0,0,0,A,6.7885470293113
0,0,0,A,7.6015852704877
0,0,0,A,5.15291175764287
0,0,0,A,4.87591605127091
0,0,0,A,7.04184812496533
0,0,0,A,7.15337718650698
0,0,0,A,9.6554425858194
0,0,0,A,7.39631686377106
0,0,0,A,5.68904978939099
0,0,0,A,6.29886598692974
0,0,0,A,6.99181454768404
0,0,0,A,7.50950802688021
0,0,0,A,7.71302338255919
0,0,0,A,6.36600033834111
0,0,0,A,6.72118075675098
0,0,0,A,6.47942342259921
0,0,0,A,7.40006170820561
0,0,0,A,9.1219329937594
0,0,0,A,5.53125700610689
0,0,0,A,10.9337828638963
0,0,0,A,5.10935150890145
0,0,0,A,7.8652068572701
0,0,0,A,5.99360773270018
0,0,0,A,6.3061828718055
0,0,0,A,8.06641437014332
0,0,0,A,6.15206672085333
0,0,0,A,6.79485437506809
0,0,0,A,7.60766979004256
0,0,0,A,5.7269370649301
0,0,0,A,6.06503944657742
0,0,0,A,7.59310423239367
0,0,0,A,7.14585793906008
0,0,0,A,5.64087158130133
0,0,0,A,7.67370365286479
0,0,0,A,7.62194430938689
0,0,0,A,6.66823907016078
0,0,0,A,7.18193532014265
0,0,0,A,6.780698090035
0,0,0,A,11.9094524001702
0,0,0,A,3.95880433137063
0,0,0,A,7.46443346946035
0,0,0,A,9.96514372166712
0,0,0,A,5.38650637684623
0,0,0,A,8.66898189490894
0,0,0,A,6.04468040767824
0,0,0,A,8.27906332636485
0,0,0,A,7.31114723242354
0,0,0,A,5.67536189412931
0,0,0,A,9.5678764359327
0,0,0,A,7.8958841135609
0,0,0,A,4.16652382630854
0,0,0,A,7.59374542615842
0,0,0,A,6.83695488481317
0,0,0,A,8.88611011253669
0,0,0,A,7.41365183278685
0,0,0,A,7.54308657126967
0,0,0,A,8.62729975272669
0,0,0,A,7.35536231735023
0,0,0,A,6.44197725199047
0,0,0,A,6.99670990291634
0,0,0,A,9.24693849304458
0,0,0,A,10.5168341128155
0,0,0,A,8.04530954558868
0,0,0,A,4.38393853476737
0,0,0,A,7.61488435676438
0,0,0,A,8.37110419018427
0,0,0,A,5.18362994119524
0,0,0,A,3.87186573282815
0,0,0,A,7.07475591701223
0,0,0,A,7.84960674939794
0,0,0,A,8.88110334420344
0,0,0,A,7.08700681064511
0,0,0,A,6.42254362395033
0,0,0,A,3.45628122380003
0,0,0,A,7.27758233045461
0,0,0,A,6.16577280600904
99.9,10,1,A,5.5390559231746
0,0,0,A,7.41583916754461
0,0,0,A,7.74818672146648
0,0,0,A,11.3671752791851
0,0,0,A,5.77620211918838
0,0,0,A,6.07747906036093
0,0,0,A,6.96565065885079
0,0,0,A,6.2882794686011
0,0,0,A,3.34830601280555
0,0,0,A,6.6629640008905
0,0,0,A,8.27924977277871
0,0,0,A,7.203144736588
0,0,0,A,8.64934135682415
0,0,0,A,4.48190930404235
0,0,0,A,5.96064991844469
